date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:29	6082/6082	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:27:28%20GMT	https://dgsign.space/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/themes/hello-elementor/style.min1102.css	(from https://denny-bella.dgsign.id/)
13:15:29	13055/13055	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:27:28%20GMT	https://dgsign.space/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/themes/hello-elementor/theme.min1102.css	(from https://denny-bella.dgsign.id/)
13:15:29	19443/19443	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:44%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://denny-bella.dgsign.id/)
13:15:30	9921/9921	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/css/frontend-legacy.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:30	157039/157039	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/css/frontend.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:30	628932/628932	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2009:20:04%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6737-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6737-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:30	106442/106442	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Aug%202023%2018:15:29%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Artboard-2@3x-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Artboard-2@3x-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:31	453786/453786	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Aug%202023%2006:37:34%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Batik-Background-Pattern-Grey-White-1.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Batik-Background-Pattern-Grey-White-1.png	(from https://denny-bella.dgsign.id/)
13:15:31	115915/115915	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2014:29:39%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Invited-Layer-e1691850579118.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Invited-Layer-e1691850579118.jpg	(from https://denny-bella.dgsign.id/)
13:15:31	453786/453786	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Aug%202023%2018:33:27%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Batik-Background-Pattern-Grey-White.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Batik-Background-Pattern-Grey-White.png	(from https://denny-bella.dgsign.id/)
13:15:32	156672/156672	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Aug%202023%2018:44:05%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Artboard-5@3x-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Artboard-5@3x-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:32	276861/276861	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2014:39:10%20GMT	https://dgsign.space/wp-content/uploads/2023/08/INVITED-400-X-845.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/INVITED-400-X-845.jpg	(from https://denny-bella.dgsign.id/)
13:15:32	12876/12876	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:43%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://denny-bella.dgsign.id/)
13:15:32	59016/59016	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Mar%202021%2019:46:22%20GMT	https://dgsign.space/wp-includes/css/dashicons.min.css?ver=6.2.2	C:/My%20Web%20Sites/nikah/dgsign.space/wp-includes/css/dashicons.min3781.css	(from https://denny-bella.dgsign.id/)
13:15:32	447842/447842	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:23:52%20GMT	https://dgsign.space/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor-pro/assets/css/frontend.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:33	13217/13217	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:21:07%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/assets/css/wdp.css?ver=3.1.4	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/assets/css/wdpaeb9.css	(from https://denny-bella.dgsign.id/)
13:15:33	221088/221088	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:21:07%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/assets/css/guest-book.css?ver=3.1.4	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/assets/css/guest-bookaeb9.css	(from https://denny-bella.dgsign.id/)
13:15:33	59344/59344	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:33	26702/26702	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:34	57912/57912	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://denny-bella.dgsign.id/)
13:15:34	675/675	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:46%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://denny-bella.dgsign.id/)
13:15:34	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:25:58%20GMT	https://dgsign.space/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/My%20Web%20Sites/nikah/dgsign.space/wp-includes/js/jquery/jquery.min5aed.js	(from https://denny-bella.dgsign.id/)
13:15:34	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:25:58%20GMT	https://dgsign.space/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/nikah/dgsign.space/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://denny-bella.dgsign.id/)
13:15:34	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:22:44%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mina1c3.js	(from https://denny-bella.dgsign.id/)
13:15:35	1494/1494	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jul%202023%2017:49:48%20GMT	https://dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-32x32.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-32x32.png	(from https://denny-bella.dgsign.id/)
13:15:35	12934/12934	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jul%202023%2017:49:48%20GMT	https://dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-192x192.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-192x192.png	(from https://denny-bella.dgsign.id/)
13:15:35	12051/12051	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jul%202023%2017:49:48%20GMT	https://dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-180x180.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/07/cropped-the__2_-removebg-preview-180x180.png	(from https://denny-bella.dgsign.id/)
13:15:35	37448/37448	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Aug%202023%2001:33:07%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Logo-DB-Putih-856x1024.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Logo-DB-Putih-856x1024.png	(from https://denny-bella.dgsign.id/)
13:15:36	312725/312725	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Aug%202023%2001:31:52%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Logo-DB-Hitam.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Logo-DB-Hitam.png	(from https://denny-bella.dgsign.id/)
13:15:36	33529/33529	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Aug%202023%2018:17:51%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Joglo-Krem-1024x581.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Joglo-Krem-1024x581.png	(from https://denny-bella.dgsign.id/)
13:15:36	157322/157322	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Aug%202023%2006:59:31%20GMT	https://dgsign.space/wp-content/uploads/2023/07/FJB_1288-scaled-e1691909971110.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/07/FJB_1288-scaled-e1691909971110.jpg	(from https://denny-bella.dgsign.id/)
13:15:36	263653/263653	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Aug%202023%2007:00:07%20GMT	https://dgsign.space/wp-content/uploads/2023/07/FJB_1461-scaled-e1691910007302.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/07/FJB_1461-scaled-e1691910007302.jpg	(from https://denny-bella.dgsign.id/)
13:15:36	296525/296525	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Aug%202023%2006:40:13%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Awan-_-Gunungan-Bawah-1-e1691908813430.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Awan-_-Gunungan-Bawah-1-e1691908813430.png	(from https://denny-bella.dgsign.id/)
13:15:37	332436/332436	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:00:26%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6372-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6372-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:37	61511/61511	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Aug%202023%2015:01:13%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Transisi-Lancip-Atas-e1691852473453.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Transisi-Lancip-Atas-e1691852473453.png	(from https://denny-bella.dgsign.id/)
13:15:37	4045/4045	---M--	200	added ('OK')	image/png	date:Sat,%2027%20May%202023%2015:34:38%20GMT	https://dgsign.space/wp-content/uploads/2023/05/plane.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/05/plane.png	(from https://denny-bella.dgsign.id/)
13:15:38	3094/3094	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Sep%202020%2018:38:01%20GMT	https://invitationwedding.id/wp-content/uploads/2020/09/Group-12-1.png	C:/My%20Web%20Sites/nikah/invitationwedding.id/wp-content/uploads/2020/09/Group-12-1.png	(from https://denny-bella.dgsign.id/)
13:15:38	475742/475742	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:06:07%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_1933-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_1933-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:39	171623/171623	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:15:06%20GMT	https://dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1933-scaled-qasrurudmydev6iezrzkxn8jpilg1l4p80p0uskh80.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1933-scaled-qasrurudmydev6iezrzkxn8jpilg1l4p80p0uskh80.jpg	(from https://denny-bella.dgsign.id/)
13:15:39	402413/402413	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:05:58%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_1950-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_1950-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:39	129786/129786	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:15:06%20GMT	https://dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1950-scaled-qasrujdtxg1tyoupd6bxt7ded1r54b746utnjax0s0.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1950-scaled-qasrujdtxg1tyoupd6bxt7ded1r54b746utnjax0s0.jpg	(from https://denny-bella.dgsign.id/)
13:15:39	492745/492745	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:05:50%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_1958-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_1958-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:39	161326/161326	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:15:06%20GMT	https://dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1958-scaled-qasrubv4errjdt5ml32x999plys7eqd9htlrp3865s.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/elementor/thumbs/FJB_1958-scaled-qasrubv4errjdt5ml32x999plys7eqd9htlrp3865s.jpg	(from https://denny-bella.dgsign.id/)
13:15:40	549378/549378	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:05:42%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_2057-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_2057-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:40	151719/151719	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:15:06%20GMT	https://dgsign.space/wp-content/uploads/elementor/thumbs/FJB_2057-scaled-qasru4cew3h8sxgjsztwpb60uvt9p5jessdvuvjbjk.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/elementor/thumbs/FJB_2057-scaled-qasru4cew3h8sxgjsztwpb60uvt9p5jessdvuvjbjk.jpg	(from https://denny-bella.dgsign.id/)
13:15:40	382895/382895	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:08:01%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6110-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6110-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:40	801158/801158	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:06:34%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_1706-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_1706-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:41	646734/646734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:06:21%20GMT	https://dgsign.space/wp-content/uploads/2023/08/FJB_1727-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/FJB_1727-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:41	252376/252376	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:07:51%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6153-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6153-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:41	550567/550567	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:06:54%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6636-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6636-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:41	355048/355048	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:06:44%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6656-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6656-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:41	430390/430390	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:07:44%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A5373-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A5373-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:42	483948/483948	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2010:07:07%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A5612-scaled.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A5612-scaled.jpg	(from https://denny-bella.dgsign.id/)
13:15:42	400799/400799	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2014:38:28%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A5381-scaled-e1691851108428.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A5381-scaled-e1691851108428.jpg	(from https://denny-bella.dgsign.id/)
13:15:42	168624/168624	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2014:33:57%20GMT	https://dgsign.space/wp-content/uploads/2023/08/054A6426-scaled-e1691850837596.jpg	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/054A6426-scaled-e1691850837596.jpg	(from https://denny-bella.dgsign.id/)
13:15:42	34145/34145	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Aug%202023%2001:31:55%20GMT	https://dgsign.space/wp-content/uploads/2023/08/Logo-DB-Hitam-856x1024.png	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/uploads/2023/08/Logo-DB-Hitam-856x1024.png	(from https://denny-bella.dgsign.id/)
13:15:42	6507/6507	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:20:41%20GMT	https://dgsign.space/wp-content/plugins/dynamic-content-for-elementor/assets/css/style.min.css?ver=2.10.6	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/dynamic-content-for-elementor/assets/css/style.min5d00.css	(from https://denny-bella.dgsign.id/)
13:15:43	1241/1241	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:20:41%20GMT	https://dgsign.space/wp-content/plugins/dynamic-content-for-elementor/assets/css/dynamic-visibility.min.css?ver=2.10.6	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/dynamic-content-for-elementor/assets/css/dynamic-visibility.min5d00.css	(from https://denny-bella.dgsign.id/)
13:15:43	3303/3303	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:44%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://denny-bella.dgsign.id/)
13:15:43	18468/18468	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jul%202023%2021:22:44%20GMT	https://dgsign.space/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.14.1	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/elementor/assets/lib/animations/animations.mina1c3.css	(from https://denny-bella.dgsign.id/)
13:15:43	140569/140569	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:21:06%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js	(from https://denny-bella.dgsign.id/)
13:15:43	14106/14106	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:21:06%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/assets/js/qr-code.js	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/assets/js/qr-code.js	(from https://denny-bella.dgsign.id/)
13:15:44	2931/2931	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:21:06%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/assets/js/exad-scripts.min.js?ver=3.1.4	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/assets/js/exad-scripts.minaeb9.js	(from https://denny-bella.dgsign.id/)
13:15:44	33393/33393	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:21:07%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/addons/comment-kit2//js/cui_script.js?ver=1.0.0	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/addons/comment-kit2/js/cui_script8a54.js	(from https://denny-bella.dgsign.id/)
13:15:44	5021/5021	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jul%202023%2021:21:07%20GMT	https://dgsign.space/wp-content/plugins/weddingpress/addons/comment-kit2//js/libs/jquery.textareaCounter.js?ver=2.0	C:/My%20Web%20Sites/nikah/dgsign.space/wp-content/plugins/weddingpress/addons/comment-kit2/js/libs/jquery.textareaCounterd5f7.js	(from https://denny-bella.dgsign.id/)
